"","MaternalLine","FlowerHead","PlantingDate","FirstLeafDate","TransplantDate","Id","Country","State","County","Latitude","Longitude","Locality","Location.Details","TemporaryID","Taxon","Area","Bed","Position.Spot","Inventory.Date","Status","Plant.Count","Planting.Material.Type","Source","Provenance","Property","Ipen","Restriction","Date.received","Quantity.received","Collector","Collection.Num","Collection.Date","Sampling.method","EO.ID","EO.number","Property.ownership","Notes.on.Habitat.and.soil","Mother.Plant.Maternal.Pop","Family","Seed.Lot..","Index.Seminum.Year"
"370","2021-1838-2","17","3/22/24","3/30/24","4/26/24",1290386,"United States","Tennessee","Davidson",36.20801,-86.960244,"McMinn's Bluff","From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.","16-5-6","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",980,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1838","Project specific use only","2021-06-01T00:00:00","571","Dell, Noah","","01 Jun 2021","Maternal Lines","5386",4,"Local/Public-County","",NA,"Brassicaceae",NA,NA
"371","2023-0185-2","6","3/21/24","3/28/24","4/26/24",1290444,"United States","Indiana","Posey",37.824189,-88.003202,"Bonebank Rd.","From Mt. Vernon, Indiana, take US 69 South for approximately 6 miles and turn right on Bonebank Rd/County Rd 1100 S/Spencer Ditch Rd. Follow Bonebank Rd. for another 6 miles. Plants are along the right side of the road adjacent to a cypress slough.","14-6-8","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1041,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2023-0185","Project specific use only","2021-06-28T00:00:00","3180","Dell, Noah","","28 Jun 2021","","",1,"State","",NA,"Brassicaceae",NA,NA
"372","2021-1843-2","23","3/20/24","3/28/24","4/26/24",1290441,"United States","Kentucky","Franklin",38.210077,-84.885952,"Bald Knob","","15-2-3","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",262,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1843","Project specific use only","2021-07-22T00:00:00","1295","Rogers, Devin","","11 Jun 2021","Maternal Lines","",7,"Private","",NA,"Brassicaceae",NA,NA
"373","2021-1838-2","23","3/22/24","3/30/24","4/26/24",1290386,"United States","Tennessee","Davidson",36.20801,-86.960244,"McMinn's Bluff","From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.","17-1-4","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",980,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1838","Project specific use only","2021-06-01T00:00:00","571","Dell, Noah","","01 Jun 2021","Maternal Lines","5386",4,"Local/Public-County","",NA,"Brassicaceae",NA,NA
"374","2021-1836-2","10","3/31/24","4/9/24","4/26/24",1290385,"United States","Tennessee","Cheatham",36.1432,-87.0232,"Unknown","From Ashland City, drive south on TN-12 and then turn SW (R) onto Thompson Rd. Follow Thompson Rd. past the railroad tracks and park in front of the recycling center. Walk onto the railroad tracks from this spot and then head NW (L) past the abandoned railroad cars, careful to stay on the RR right-of-way and not the farmer's property. Plants will be visible along the talus slope after ~.5 km and extend for approximately 300 meters.","20-5-6","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1616,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1836","Project specific use only","2021-06-01T00:00:00","3617","Dell, Noah","","01 Jun 2021","Maternal Lines","6678",1,"Local/Public-County","Most plants were found along the railroad bed in a talus slope adjacent to private property. Habitat was previously continuously disturbed due to railroad maintenance, but now is somewhat overgrown with vegetation.",NA,"Brassicaceae",NA,NA
"375","2021-1839-2","4","3/24/24","4/2/24","4/26/24",1290440,"United States","Tennessee","Cheatham",36.213903,-86.983695,"McMinn's Bluff #3","From Ashland City, take TN-12 south, take the first right onto River Trace that you can. Park close to the T-intersection, where the road is widest, and walk to both the right and left of the intersection. Plants can be found along the bluffs, and along the other side of the road above the railroad bed.","18-4-3","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",324,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1839","Project specific use only","2021-06-01T00:00:00","5793","Dell, Noah","","01 Jun 2021","Maternal Lines","10236",10,"Local/Public-County","Most plants along the steep gravel/talus slope to the right side of the T-intersection, where the slope is considerable, and the substrate loose and thin.",NA,"Brassicaceae",NA,NA
"376","2018-1133-2","10","3/20/24","3/28/24","4/26/24",1248014,"United States","Tennessee","Trousdale",36.37351,-86.17156,"TN - EO#3 - Hartsville Access","From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.","15-2-2","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1008,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2018-1133","Project specific use only","2018-06-05T00:00:00","3,570","Dell, Noah","","05 Jun 2018","","13344",3,"Federal-Other","Dry woods and banks along Cumberland River",NA,"Brassicaceae",NA,NA
"377","2018-1133-2","15","3/24/24","4/1/24","4/26/24",1248014,"United States","Tennessee","Trousdale",36.37351,-86.17156,"TN - EO#3 - Hartsville Access","From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.","18-3-7","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1008,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2018-1133","Project specific use only","2018-06-05T00:00:00","3,570","Dell, Noah","","05 Jun 2018","","13344",3,"Federal-Other","Dry woods and banks along Cumberland River",NA,"Brassicaceae",NA,NA
"378","2018-1133-2","9","3/25/24","4/2/24","4/26/24",1248014,"United States","Tennessee","Trousdale",36.37351,-86.17156,"TN - EO#3 - Hartsville Access","From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.","19-1-8","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1008,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2018-1133","Project specific use only","2018-06-05T00:00:00","3,570","Dell, Noah","","05 Jun 2018","","13344",3,"Federal-Other","Dry woods and banks along Cumberland River",NA,"Brassicaceae",NA,NA
"379","2021-1836-2","1","3/22/24","3/30/24","4/26/24",1290385,"United States","Tennessee","Cheatham",36.1432,-87.0232,"Unknown","From Ashland City, drive south on TN-12 and then turn SW (R) onto Thompson Rd. Follow Thompson Rd. past the railroad tracks and park in front of the recycling center. Walk onto the railroad tracks from this spot and then head NW (L) past the abandoned railroad cars, careful to stay on the RR right-of-way and not the farmer's property. Plants will be visible along the talus slope after ~.5 km and extend for approximately 300 meters.","16-6-4","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1616,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1836","Project specific use only","2021-06-01T00:00:00","3617","Dell, Noah","","01 Jun 2021","Maternal Lines","6678",1,"Local/Public-County","Most plants were found along the railroad bed in a talus slope adjacent to private property. Habitat was previously continuously disturbed due to railroad maintenance, but now is somewhat overgrown with vegetation.",NA,"Brassicaceae",NA,NA
"380","2018-1133-2","9","3/26/24","4/3/24","4/26/24",1248014,"United States","Tennessee","Trousdale",36.37351,-86.17156,"TN - EO#3 - Hartsville Access","From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.","19-5-11","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1008,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2018-1133","Project specific use only","2018-06-05T00:00:00","3,570","Dell, Noah","","05 Jun 2018","","13344",3,"Federal-Other","Dry woods and banks along Cumberland River",NA,"Brassicaceae",NA,NA
"381","2021-1843-2","38","3/26/24","4/1/24","4/26/24",1290441,"United States","Kentucky","Franklin",38.210077,-84.885952,"Bald Knob","","19-4-5","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",262,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1843","Project specific use only","2021-07-22T00:00:00","1295","Rogers, Devin","","11 Jun 2021","Maternal Lines","",7,"Private","",NA,"Brassicaceae",NA,NA
"382","2018-1133-2","5","3/23/24","4/1/24","4/26/24",1248014,"United States","Tennessee","Trousdale",36.37351,-86.17156,"TN - EO#3 - Hartsville Access","From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.","17-4-5","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1008,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2018-1133","Project specific use only","2018-06-05T00:00:00","3,570","Dell, Noah","","05 Jun 2018","","13344",3,"Federal-Other","Dry woods and banks along Cumberland River",NA,"Brassicaceae",NA,NA
"383","2021-1841-1","7","3/20/24","3/30/24","4/26/24",1275505,"United States","Kentucky","Franklin",38.222717,-84.856916,"Cove Spring Park","","14-5-2","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",287,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1841","Project specific use only","2021-07-16T00:00:00","362","Powell, Emily","","05 Jul 2021","Maternal Lines","",18,"State","",NA,"Brassicaceae",NA,NA
"384","2021-1838-2","13","3/29/24","4/8/24","4/26/24",1290386,"United States","Tennessee","Davidson",36.20801,-86.960244,"McMinn's Bluff","From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.","20-4-9","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",980,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1838","Project specific use only","2021-06-01T00:00:00","571","Dell, Noah","","01 Jun 2021","Maternal Lines","5386",4,"Local/Public-County","",NA,"Brassicaceae",NA,NA
"385","2023-0185-2","9","3/21/24","4/1/24","4/26/24",1290444,"United States","Indiana","Posey",37.824189,-88.003202,"Bonebank Rd.","From Mt. Vernon, Indiana, take US 69 South for approximately 6 miles and turn right on Bonebank Rd/County Rd 1100 S/Spencer Ditch Rd. Follow Bonebank Rd. for another 6 miles. Plants are along the right side of the road adjacent to a cypress slough.","15-4-1","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1041,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2023-0185","Project specific use only","2021-06-28T00:00:00","3180","Dell, Noah","","28 Jun 2021","","",1,"State","",NA,"Brassicaceae",NA,NA
"386","2023-0185-2","8","3/20/24","3/29/24","4/26/24",1290444,"United States","Indiana","Posey",37.824189,-88.003202,"Bonebank Rd.","From Mt. Vernon, Indiana, take US 69 South for approximately 6 miles and turn right on Bonebank Rd/County Rd 1100 S/Spencer Ditch Rd. Follow Bonebank Rd. for another 6 miles. Plants are along the right side of the road adjacent to a cypress slough.","14-4-12","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1041,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2023-0185","Project specific use only","2021-06-28T00:00:00","3180","Dell, Noah","","28 Jun 2021","","",1,"State","",NA,"Brassicaceae",NA,NA
"387","2021-1838-2","23","3/22/24","3/29/24","4/26/24",1290386,"United States","Tennessee","Davidson",36.20801,-86.960244,"McMinn's Bluff","From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.","17-1-5","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",980,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1838","Project specific use only","2021-06-01T00:00:00","571","Dell, Noah","","01 Jun 2021","Maternal Lines","5386",4,"Local/Public-County","",NA,"Brassicaceae",NA,NA
"388","2021-1838-2","14","3/23/24","4/1/24","4/26/24",1290386,"United States","Tennessee","Davidson",36.20801,-86.960244,"McMinn's Bluff","From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.","17-6-8","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",980,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1838","Project specific use only","2021-06-01T00:00:00","571","Dell, Noah","","01 Jun 2021","Maternal Lines","5386",4,"Local/Public-County","",NA,"Brassicaceae",NA,NA
"389","2018-1133-2","3","3/21/24","3/30/24","4/26/24",1248014,"United States","Tennessee","Trousdale",36.37351,-86.17156,"TN - EO#3 - Hartsville Access","From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.","15-4-3","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1008,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2018-1133","Project specific use only","2018-06-05T00:00:00","3,570","Dell, Noah","","05 Jun 2018","","13344",3,"Federal-Other","Dry woods and banks along Cumberland River",NA,"Brassicaceae",NA,NA
"390","2018-1133-2","7","3/27/24","4/4/24","4/26/24",1248014,"United States","Tennessee","Trousdale",36.37351,-86.17156,"TN - EO#3 - Hartsville Access","From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.","20-2-2","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1008,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2018-1133","Project specific use only","2018-06-05T00:00:00","3,570","Dell, Noah","","05 Jun 2018","","13344",3,"Federal-Other","Dry woods and banks along Cumberland River",NA,"Brassicaceae",NA,NA
"391","2021-1843-2","32","3/23/24","4/1/24","4/26/24",1290441,"United States","Kentucky","Franklin",38.210077,-84.885952,"Bald Knob","","17-3-1","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",262,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1843","Project specific use only","2021-07-22T00:00:00","1295","Rogers, Devin","","11 Jun 2021","Maternal Lines","",7,"Private","",NA,"Brassicaceae",NA,NA
"392","2021-1838-2","5","3/22/24","3/29/24","4/26/24",1290386,"United States","Tennessee","Davidson",36.20801,-86.960244,"McMinn's Bluff","From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.","16-6-2","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",980,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1838","Project specific use only","2021-06-01T00:00:00","571","Dell, Noah","","01 Jun 2021","Maternal Lines","5386",4,"Local/Public-County","",NA,"Brassicaceae",NA,NA
"393","2021-1843-2","21","3/25/24","4/2/24","4/26/24",1290441,"United States","Kentucky","Franklin",38.210077,-84.885952,"Bald Knob","","18-6-3","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",262,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1843","Project specific use only","2021-07-22T00:00:00","1295","Rogers, Devin","","11 Jun 2021","Maternal Lines","",7,"Private","",NA,"Brassicaceae",NA,NA
"394","2021-0838-1","2","3/19/24","3/29/24","4/26/24",1271397,"United States","Tennessee","Montgomery",36.501393,-87.318045,"","","14-1-4","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",951,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-0838","Project specific use only","2019-06-05T00:00:00","1498","Dell, Noah","","05 Jun 2019","","11124",12,"Private","",NA,"Brassicaceae",NA,NA
"395","2021-1836-2","1","3/26/24","4/3/24","4/26/24",1290385,"United States","Tennessee","Cheatham",36.1432,-87.0232,"Unknown","From Ashland City, drive south on TN-12 and then turn SW (R) onto Thompson Rd. Follow Thompson Rd. past the railroad tracks and park in front of the recycling center. Walk onto the railroad tracks from this spot and then head NW (L) past the abandoned railroad cars, careful to stay on the RR right-of-way and not the farmer's property. Plants will be visible along the talus slope after ~.5 km and extend for approximately 300 meters.","19-2-12","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1616,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1836","Project specific use only","2021-06-01T00:00:00","3617","Dell, Noah","","01 Jun 2021","Maternal Lines","6678",1,"Local/Public-County","Most plants were found along the railroad bed in a talus slope adjacent to private property. Habitat was previously continuously disturbed due to railroad maintenance, but now is somewhat overgrown with vegetation.",NA,"Brassicaceae",NA,NA
"396","2021-0838-1","2","3/21/24","3/29/24","4/26/24",1271397,"United States","Tennessee","Montgomery",36.501393,-87.318045,"","","15-3-4","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",951,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-0838","Project specific use only","2019-06-05T00:00:00","1498","Dell, Noah","","05 Jun 2019","","11124",12,"Private","",NA,"Brassicaceae",NA,NA
"397","2018-1133-2","12","3/24/24","4/1/24","4/26/24",1248014,"United States","Tennessee","Trousdale",36.37351,-86.17156,"TN - EO#3 - Hartsville Access","From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.","18-1-11","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1008,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2018-1133","Project specific use only","2018-06-05T00:00:00","3,570","Dell, Noah","","05 Jun 2018","","13344",3,"Federal-Other","Dry woods and banks along Cumberland River",NA,"Brassicaceae",NA,NA
"398","2023-0185-2","7","3/20/24","3/28/24","4/26/24",1290444,"United States","Indiana","Posey",37.824189,-88.003202,"Bonebank Rd.","From Mt. Vernon, Indiana, take US 69 South for approximately 6 miles and turn right on Bonebank Rd/County Rd 1100 S/Spencer Ditch Rd. Follow Bonebank Rd. for another 6 miles. Plants are along the right side of the road adjacent to a cypress slough.","14-3-10","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1041,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2023-0185","Project specific use only","2021-06-28T00:00:00","3180","Dell, Noah","","28 Jun 2021","","",1,"State","",NA,"Brassicaceae",NA,NA
"399","2023-0185-2","10","3/22/24","3/29/24","4/26/24",1290444,"United States","Indiana","Posey",37.824189,-88.003202,"Bonebank Rd.","From Mt. Vernon, Indiana, take US 69 South for approximately 6 miles and turn right on Bonebank Rd/County Rd 1100 S/Spencer Ditch Rd. Follow Bonebank Rd. for another 6 miles. Plants are along the right side of the road adjacent to a cypress slough.","17-1-10","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1041,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2023-0185","Project specific use only","2021-06-28T00:00:00","3180","Dell, Noah","","28 Jun 2021","","",1,"State","",NA,"Brassicaceae",NA,NA
"400","2021-1843-2","39","3/24/24","4/1/24","4/26/24",1290441,"United States","Kentucky","Franklin",38.210077,-84.885952,"Bald Knob","","18-1-8","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",262,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1843","Project specific use only","2021-07-22T00:00:00","1295","Rogers, Devin","","11 Jun 2021","Maternal Lines","",7,"Private","",NA,"Brassicaceae",NA,NA
"401","2021-1836-2","1","3/25/24","4/3/24","4/26/24",1290385,"United States","Tennessee","Cheatham",36.1432,-87.0232,"Unknown","From Ashland City, drive south on TN-12 and then turn SW (R) onto Thompson Rd. Follow Thompson Rd. past the railroad tracks and park in front of the recycling center. Walk onto the railroad tracks from this spot and then head NW (L) past the abandoned railroad cars, careful to stay on the RR right-of-way and not the farmer's property. Plants will be visible along the talus slope after ~.5 km and extend for approximately 300 meters.","18-6-5","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1616,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1836","Project specific use only","2021-06-01T00:00:00","3617","Dell, Noah","","01 Jun 2021","Maternal Lines","6678",1,"Local/Public-County","Most plants were found along the railroad bed in a talus slope adjacent to private property. Habitat was previously continuously disturbed due to railroad maintenance, but now is somewhat overgrown with vegetation.",NA,"Brassicaceae",NA,NA
"402","2021-1843-2","38","4/1/24","4/9/24","4/26/24",1290441,"United States","Kentucky","Franklin",38.210077,-84.885952,"Bald Knob","","20-6-11","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",262,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1843","Project specific use only","2021-07-22T00:00:00","1295","Rogers, Devin","","11 Jun 2021","Maternal Lines","",7,"Private","",NA,"Brassicaceae",NA,NA
"403","2023-0185-2","2","3/22/24","3/30/24","4/26/24",1290444,"United States","Indiana","Posey",37.824189,-88.003202,"Bonebank Rd.","From Mt. Vernon, Indiana, take US 69 South for approximately 6 miles and turn right on Bonebank Rd/County Rd 1100 S/Spencer Ditch Rd. Follow Bonebank Rd. for another 6 miles. Plants are along the right side of the road adjacent to a cypress slough.","15-6-11","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1041,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2023-0185","Project specific use only","2021-06-28T00:00:00","3180","Dell, Noah","","28 Jun 2021","","",1,"State","",NA,"Brassicaceae",NA,NA
"404","2023-0185-2","3","3/22/24","3/29/24","4/26/24",1290444,"United States","Indiana","Posey",37.824189,-88.003202,"Bonebank Rd.","From Mt. Vernon, Indiana, take US 69 South for approximately 6 miles and turn right on Bonebank Rd/County Rd 1100 S/Spencer Ditch Rd. Follow Bonebank Rd. for another 6 miles. Plants are along the right side of the road adjacent to a cypress slough.","15-6-4","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1041,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2023-0185","Project specific use only","2021-06-28T00:00:00","3180","Dell, Noah","","28 Jun 2021","","",1,"State","",NA,"Brassicaceae",NA,NA
"405","2018-1133-2","8","3/22/24","3/29/24","4/26/24",1248014,"United States","Tennessee","Trousdale",36.37351,-86.17156,"TN - EO#3 - Hartsville Access","From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.","16-6-6","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1008,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2018-1133","Project specific use only","2018-06-05T00:00:00","3,570","Dell, Noah","","05 Jun 2018","","13344",3,"Federal-Other","Dry woods and banks along Cumberland River",NA,"Brassicaceae",NA,NA
"406","2021-1841-1","9","3/19/24","3/29/24","4/26/24",1275505,"United States","Kentucky","Franklin",38.222717,-84.856916,"Cove Spring Park","","14-3-9","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",287,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1841","Project specific use only","2021-07-16T00:00:00","362","Powell, Emily","","05 Jul 2021","Maternal Lines","",18,"State","",NA,"Brassicaceae",NA,NA
"407","2021-0838-1","4","3/19/24","3/28/24","4/26/24",1271397,"United States","Tennessee","Montgomery",36.501393,-87.318045,"","","14-2-8","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",951,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-0838","Project specific use only","2019-06-05T00:00:00","1498","Dell, Noah","","05 Jun 2019","","11124",12,"Private","",NA,"Brassicaceae",NA,NA
"408","2021-1841-1","2","3/19/24","3/28/24","4/26/24",1275505,"United States","Kentucky","Franklin",38.222717,-84.856916,"Cove Spring Park","","14-1-3","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",287,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1841","Project specific use only","2021-07-16T00:00:00","362","Powell, Emily","","05 Jul 2021","Maternal Lines","",18,"State","",NA,"Brassicaceae",NA,NA
